Sample	Study	Site	Admin level 2	Admin level 1	Country	Continent	Site latitude	Site longitude	Admin level 2 latitude	Admin level 2 longitude	Admin level 1 latitude	Admin level 1 longitude	Country latitude	Country longitude	Population	Day	Month	Year	All samples same case	Curated timepoint	Source ENA accession	% callable	Sample type	Is returning traveller	Sample was in Pv4	Exclusion reason	QC pass	Exclusion reason plus time series	QC pass plus time series	MalariaGEN ENA project accession	MalariaGEN ENA experiment accession	MalariaGEN ENA sample accession	MalariaGEN ENA run accession	MalariaGEN ENA CRAM URL	MalariaGEN ENA FASTQ URL
QX0009-C	1157-PV-MULTI-PRICE	Iran			Iran	Asia	27.089	56.982					32.40270387133472	54.35717523464481	AS-W	5.0	6.0	2007	QX0009-C		ERR1787765	44.41107232925599	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261298	ERS27229133	ERR15861305	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861305/QX0009-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR15861305/ERR15861305_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR15861305/ERR15861305_2.fastq.gz
QX0010-C	1157-PV-MULTI-PRICE	Iran			Iran	Asia	27.089	56.982					32.40270387133472	54.35717523464481	AS-W	6.0	6.0	2007	QX0010-C		ERR1787761	56.52042910291326	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261254	ERS27229089	ERR15861260	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861260/QX0010-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/060/ERR15861260/ERR15861260_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/060/ERR15861260/ERR15861260_2.fastq.gz
QX0011-C	1157-PV-MULTI-PRICE	Iran			Iran	Asia	27.089	56.982					32.40270387133472	54.35717523464481	AS-W	1.0	10.0	2007	QX0011-C		ERR1787760	17.628830752722095	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261248	ERS27229083	ERR15861254	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861254/QX0011-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/054/ERR15861254/ERR15861254_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/054/ERR15861254/ERR15861254_2.fastq.gz
QX0012-C	1157-PV-MULTI-PRICE	Iran			Iran	Asia	27.089	56.982					32.40270387133472	54.35717523464481	AS-W	30.0	4.0	2008	QX0012-C		ERR1787755	4.420976526584017	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261249	ERS27229084	ERR15861255	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861255/QX0012-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/055/ERR15861255/ERR15861255_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/055/ERR15861255/ERR15861255_2.fastq.gz
QX0013-C	1157-PV-MULTI-PRICE	Iran			Iran	Asia	27.089	56.982					32.40270387133472	54.35717523464481	AS-W	27.0	4.0	2008	QX0013-C		ERR1787764	4.321424915168494	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261256	ERS27229091	ERR15861262	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861262/QX0013-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/062/ERR15861262/ERR15861262_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/062/ERR15861262/ERR15861262_2.fastq.gz
QX0014-C	1157-PV-MULTI-PRICE	Iran			Iran	Asia	27.089	56.982					32.40270387133472	54.35717523464481	AS-W	20.0	11.0	2007	QX0014-C		ERR1787758	5.114129156008601	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261262	ERS27229097	ERR15861268	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861268/QX0014-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/068/ERR15861268/ERR15861268_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/068/ERR15861268/ERR15861268_2.fastq.gz
QX0015-C	1157-PV-MULTI-PRICE	Iran			Iran	Asia	27.089	56.982					32.40270387133472	54.35717523464481	AS-W	19.0	6.0	2008	QX0015-C		ERR1787756	0.6409835905817909	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261276	ERS27229111	ERR15861282	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861282/QX0015-C.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/082/ERR15861282/ERR15861282_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/082/ERR15861282/ERR15861282_2.fastq.gz
VVX00848	1157-PV-MULTI-PRICE	Sabah		Sabah	Malaysia	Asia	6.0	117.0			5.348895352693414	117.12569053170988	3.7909255702835374	109.68784816311154	AS-SE-M	5.0	3.0	2014	VVX00848		ERR2299528	89.9566232520402	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261409	ERS27229244	ERR15861416	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861416/VVX00848.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/016/ERR15861416/ERR15861416_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/016/ERR15861416/ERR15861416_2.fastq.gz
VVX00853	1157-PV-MULTI-PRICE	Sabah		Sabah	Malaysia	Asia	6.0	117.0			5.348895352693414	117.12569053170988	3.7909255702835374	109.68784816311154	AS-SE-M	27.0	8.0	2014	VVX00853		ERR2299529	88.62342022078144	gDNA	False	True	Unverified_metadata	False	Unverified_metadata	False	PRJEB102781	ERX15261436	ERS27229271	ERR15861443	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861443/VVX00853.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/043/ERR15861443/ERR15861443_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/043/ERR15861443/ERR15861443_2.fastq.gz
VVX00855	1157-PV-MULTI-PRICE	Sabah		Sabah	Malaysia	Asia	6.0	117.0			5.348895352693414	117.12569053170988	3.7909255702835374	109.68784816311154	AS-SE-M	7.0	8.0	2014	VVX00855		ERR2299530	61.024624716079046	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261300	ERS27229135	ERR15861307	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861307/VVX00855.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR15861307/ERR15861307_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR15861307/ERR15861307_2.fastq.gz
VVX00857	1157-PV-MULTI-PRICE	Sabah		Sabah	Malaysia	Asia	6.0	117.0			5.348895352693414	117.12569053170988	3.7909255702835374	109.68784816311154	AS-SE-M	2.0	10.0	2014	VVX00857		ERR2299531	89.18313030279771	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261443	ERS27229278	ERR15861450	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861450/VVX00857.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/050/ERR15861450/ERR15861450_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/050/ERR15861450/ERR15861450_2.fastq.gz
VVX00863	1157-PV-MULTI-PRICE	Batu	Misraq Shewa	Oromia	Ethiopia	Africa	7.933617	38.723728	8.519897112373956	39.149629720915605	7.499729469117752	38.75654770734397	8.60464612832453	39.60519146016399	AF-ETH	25.0	12.0	2012	VVX00863		ERR2299532	74.8092343537563	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261281	ERS27229116	ERR15861287	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861287/VVX00863.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/087/ERR15861287/ERR15861287_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/087/ERR15861287/ERR15861287_2.fastq.gz
VVX00864	1157-PV-MULTI-PRICE	Batu	Misraq Shewa	Oromia	Ethiopia	Africa	7.933617	38.723728	8.519897112373956	39.149629720915605	7.499729469117752	38.75654770734397	8.60464612832453	39.60519146016399	AF-ETH	20.0	2.0	2013	VVX00864,VVX00897	D14H00	ERR2299533	29.185071748612863	gDNA	False	True	Lower_covered_duplicate	False	Analysis_set	True	PRJEB102781	ERX15261292	ERS27229127	ERR15861299	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861299/VVX00864.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/099/ERR15861299/ERR15861299_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/099/ERR15861299/ERR15861299_2.fastq.gz
VVX00869	1157-PV-MULTI-PRICE	Bishoftu	Misraq Shewa	Oromia	Ethiopia	Africa	8.743806	38.988692	8.519897112373956	39.149629720915605	7.499729469117752	38.75654770734397	8.60464612832453	39.60519146016399	AF-ETH	29.0	11.0	2012	VVX00869		ERR2299534	0.8105966715877738	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261227	ERS27229062	ERR15861233	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861233/VVX00869.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/033/ERR15861233/ERR15861233_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/033/ERR15861233/ERR15861233_2.fastq.gz
VVX00895	1157-PV-MULTI-PRICE	Bishoftu	Misraq Shewa	Oromia	Ethiopia	Africa	8.743806	38.988692	8.519897112373956	39.149629720915605	7.499729469117752	38.75654770734397	8.60464612832453	39.60519146016399	AF-ETH	9.0	1.0	2013	VVX00895		ERR2299535	0.3003903587070797	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261229	ERS27229064	ERR15861235	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861235/VVX00895.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/035/ERR15861235/ERR15861235_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/035/ERR15861235/ERR15861235_2.fastq.gz
VVX00897	1157-PV-MULTI-PRICE	Batu	Misraq Shewa	Oromia	Ethiopia	Africa	7.933617	38.723728	8.519897112373956	39.149629720915605	7.499729469117752	38.75654770734397	8.60464612832453	39.60519146016399	AF-ETH	6.0	2.0	2013	VVX00864,VVX00897	D00H00	ERR2299536	82.95413673446541	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261460	ERS27229295	ERR15861467	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861467/VVX00897.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/067/ERR15861467/ERR15861467_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/067/ERR15861467/ERR15861467_2.fastq.gz
VVX00912	1157-PV-MULTI-PRICE	Bishoftu	Misraq Shewa	Oromia	Ethiopia	Africa	8.743806	38.988692	8.519897112373956	39.149629720915605	7.499729469117752	38.75654770734397	8.60464612832453	39.60519146016399	AF-ETH	3.0	4.0	2013	VVX00912		ERR2299537	1.3980028314530613	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261453	ERS27229288	ERR15861460	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861460/VVX00912.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/060/ERR15861460/ERR15861460_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/060/ERR15861460/ERR15861460_2.fastq.gz
VVX00943	1157-PV-MULTI-PRICE	Bishoftu	Misraq Shewa	Oromia	Ethiopia	Africa	8.743806	38.988692	8.519897112373956	39.149629720915605	7.499729469117752	38.75654770734397	8.60464612832453	39.60519146016399	AF-ETH	26.0	8.0	2013	VVX00943		ERR2299538	10.022047703300249	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261243	ERS27229078	ERR15861249	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861249/VVX00943.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/049/ERR15861249/ERR15861249_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/049/ERR15861249/ERR15861249_2.fastq.gz
VVX00948	1157-PV-MULTI-PRICE	Kassala		Kassala	Sudan	Africa	15.455278	36.418556			15.987062217969193	35.7487842245521	15.97838132963368	29.940731176256904	Unassigned	15.0	9.0	2015	VVX00948		ERR2299539	11.510125631654288	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261238	ERS27229073	ERR15861244	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861244/VVX00948.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/044/ERR15861244/ERR15861244_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/044/ERR15861244/ERR15861244_2.fastq.gz
VVX00949	1157-PV-MULTI-PRICE	Kassala		Kassala	Sudan	Africa	15.455278	36.418556			15.987062217969193	35.7487842245521	15.97838132963368	29.940731176256904	Unassigned	16.0	9.0	2015	VVX00949		ERR2299540	89.29015086769509	gDNA	False	True	Unassigned_population	True	Unassigned_population	True	PRJEB102781	ERX15261391	ERS27229226	ERR15861398	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861398/VVX00949.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/098/ERR15861398/ERR15861398_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/098/ERR15861398/ERR15861398_2.fastq.gz
VVX00951	1157-PV-MULTI-PRICE	Kassala		Kassala	Sudan	Africa	15.455278	36.418556			15.987062217969193	35.7487842245521	15.97838132963368	29.940731176256904	Unassigned	14.0	9.0	2015	VVX00951		ERR2299541	2.043542173743698	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261244	ERS27229079	ERR15861250	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861250/VVX00951.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/050/ERR15861250/ERR15861250_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/050/ERR15861250/ERR15861250_2.fastq.gz
VVX00953	1157-PV-MULTI-PRICE	Kassala		Kassala	Sudan	Africa	15.455278	36.418556			15.987062217969193	35.7487842245521	15.97838132963368	29.940731176256904	Unassigned	20.0	9.0	2015	VVX00953		ERR2299542	16.221981567421697	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261266	ERS27229101	ERR15861272	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861272/VVX00953.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/072/ERR15861272/ERR15861272_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/072/ERR15861272/ERR15861272_2.fastq.gz
VVX00954	1157-PV-MULTI-PRICE	Kassala		Kassala	Sudan	Africa	15.455278	36.418556			15.987062217969193	35.7487842245521	15.97838132963368	29.940731176256904	Unassigned	5.0	10.0	2015	VVX00954		ERR2299543	1.0036014543006275	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261426	ERS27229261	ERR15861433	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861433/VVX00954.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/033/ERR15861433/ERR15861433_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/033/ERR15861433/ERR15861433_2.fastq.gz
VVX00955	1157-PV-MULTI-PRICE	Kassala		Kassala	Sudan	Africa	15.455278	36.418556			15.987062217969193	35.7487842245521	15.97838132963368	29.940731176256904	Unassigned	5.0	10.0	2015	VVX00955		ERR2299544	0.5818070273795857	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261314	ERS27229149	ERR15861321	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861321/VVX00955.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/021/ERR15861321/ERR15861321_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/021/ERR15861321/ERR15861321_2.fastq.gz
VVX00958	1157-PV-MULTI-PRICE	Kassala		Kassala	Sudan	Africa	15.455278	36.418556			15.987062217969193	35.7487842245521	15.97838132963368	29.940731176256904	Unassigned	17.0	10.0	2015	VVX00958		ERR2299545	19.64939444486857	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261311	ERS27229146	ERR15861318	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861318/VVX00958.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/018/ERR15861318/ERR15861318_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/018/ERR15861318/ERR15861318_2.fastq.gz
VVX00959	1157-PV-MULTI-PRICE	Kassala		Kassala	Sudan	Africa	15.455278	36.418556			15.987062217969193	35.7487842245521	15.97838132963368	29.940731176256904	Unassigned	18.0	10.0	2015	VVX00959		ERR2299546	73.86355258482436	gDNA	False	True	Unassigned_population	True	Unassigned_population	True	PRJEB102781	ERX15261315	ERS27229150	ERR15861322	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861322/VVX00959.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/022/ERR15861322/ERR15861322_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/022/ERR15861322/ERR15861322_2.fastq.gz
VVX00960	1157-PV-MULTI-PRICE	Kassala		Kassala	Sudan	Africa	15.455278	36.418556			15.987062217969193	35.7487842245521	15.97838132963368	29.940731176256904	Unassigned	18.0	10.0	2015	VVX00960		ERR2299547	85.27483252275043	gDNA	False	True	Unassigned_population	True	Unassigned_population	True	PRJEB102781	ERX15261365	ERS27229200	ERR15861372	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861372/VVX00960.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/072/ERR15861372/ERR15861372_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/072/ERR15861372/ERR15861372_2.fastq.gz
VVX00961	1157-PV-MULTI-PRICE	Kassala		Kassala	Sudan	Africa	15.455278	36.418556			15.987062217969193	35.7487842245521	15.97838132963368	29.940731176256904	Unassigned	30.0	10.0	2015	VVX00961		ERR2299548	27.26623940396029	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261299	ERS27229134	ERR15861306	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861306/VVX00961.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR15861306/ERR15861306_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR15861306/ERR15861306_2.fastq.gz
VVX00962	1157-PV-MULTI-PRICE	Kassala		Kassala	Sudan	Africa	15.455278	36.418556			15.987062217969193	35.7487842245521	15.97838132963368	29.940731176256904	Unassigned	1.0	11.0	2015	VVX00962		ERR2299549	0.414673267031478	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261321	ERS27229156	ERR15861328	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861328/VVX00962.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/028/ERR15861328/ERR15861328_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/028/ERR15861328/ERR15861328_2.fastq.gz
VVX00963	1157-PV-MULTI-PRICE	Kassala		Kassala	Sudan	Africa	15.455278	36.418556			15.987062217969193	35.7487842245521	15.97838132963368	29.940731176256904	Unassigned	25.0	10.0	2015	VVX00963		ERR2299550	5.771021720811759	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261284	ERS27229119	ERR15861291	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861291/VVX00963.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/091/ERR15861291/ERR15861291_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/091/ERR15861291/ERR15861291_2.fastq.gz
VVX00964	1157-PV-MULTI-PRICE	Kassala		Kassala	Sudan	Africa	15.455278	36.418556			15.987062217969193	35.7487842245521	15.97838132963368	29.940731176256904	Unassigned	18.0	11.0	2015	VVX00964		ERR2299551	77.33206708917734	gDNA	False	True	Unassigned_population	True	Unassigned_population	True	PRJEB102781	ERX15261346	ERS27229181	ERR15861353	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861353/VVX00964.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/053/ERR15861353/ERR15861353_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/053/ERR15861353/ERR15861353_2.fastq.gz
VVX00969	1157-PV-MULTI-PRICE	Santa Cecilia	Pueblo Rico	Risaralda	Colombia	Americas	5.3	-76.2167	5.27729270355267	-76.08393766404058	5.075112205227673	-75.84146578194125	3.881809313661992	-73.00036668069919	LA	14.0	3.0	2016	VVX00969		ERR2299552	0.0276134338270866	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261250	ERS27229085	ERR15861256	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861256/VVX00969.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/056/ERR15861256/ERR15861256_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/056/ERR15861256/ERR15861256_2.fastq.gz
VVX00971	1157-PV-MULTI-PRICE	Santa Cecilia	Pueblo Rico	Risaralda	Colombia	Americas	5.3	-76.2167	5.27729270355267	-76.08393766404058	5.075112205227673	-75.84146578194125	3.881809313661992	-73.00036668069919	LA	15.0	3.0	2016	VVX00971		ERR2299553	0.3238819219404485	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261257	ERS27229092	ERR15861263	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861263/VVX00971.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/063/ERR15861263/ERR15861263_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/063/ERR15861263/ERR15861263_2.fastq.gz
VVX00972	1157-PV-MULTI-PRICE	Santa Cecilia	Pueblo Rico	Risaralda	Colombia	Americas	5.3	-76.2167	5.27729270355267	-76.08393766404058	5.075112205227673	-75.84146578194125	3.881809313661992	-73.00036668069919	LA	16.0	3.0	2016	VVX00972		ERR2299554	0.0479920722344564	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261265	ERS27229100	ERR15861271	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861271/VVX00972.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/071/ERR15861271/ERR15861271_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/071/ERR15861271/ERR15861271_2.fastq.gz
VVX00973	1157-PV-MULTI-PRICE	Santa Cecilia	Pueblo Rico	Risaralda	Colombia	Americas	5.3	-76.2167	5.27729270355267	-76.08393766404058	5.075112205227673	-75.84146578194125	3.881809313661992	-73.00036668069919	LA	17.0	3.0	2016	VVX00973		ERR2299555	0.2038070450791804	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261270	ERS27229105	ERR15861276	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861276/VVX00973.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/076/ERR15861276/ERR15861276_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/076/ERR15861276/ERR15861276_2.fastq.gz
VVX00974	1157-PV-MULTI-PRICE	Santa Cecilia	Pueblo Rico	Risaralda	Colombia	Americas	5.3	-76.2167	5.27729270355267	-76.08393766404058	5.075112205227673	-75.84146578194125	3.881809313661992	-73.00036668069919	LA	17.0	3.0	2016	VVX00974		ERR2299556	0.0604575455421074	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261258	ERS27229093	ERR15861264	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861264/VVX00974.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/064/ERR15861264/ERR15861264_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/064/ERR15861264/ERR15861264_2.fastq.gz
VVX00975	1157-PV-MULTI-PRICE	Santa Cecilia	Pueblo Rico	Risaralda	Colombia	Americas	5.3	-76.2167	5.27729270355267	-76.08393766404058	5.075112205227673	-75.84146578194125	3.881809313661992	-73.00036668069919	LA	17.0	3.0	2016	VVX00975		ERR2299557	77.07541263557538	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261302	ERS27229137	ERR15861309	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861309/VVX00975.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/009/ERR15861309/ERR15861309_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/009/ERR15861309/ERR15861309_2.fastq.gz
VVX00976	1157-PV-MULTI-PRICE	Santa Cecilia	Pueblo Rico	Risaralda	Colombia	Americas	5.3	-76.2167	5.27729270355267	-76.08393766404058	5.075112205227673	-75.84146578194125	3.881809313661992	-73.00036668069919	LA	17.0	3.0	2016	VVX00976		ERR2299558	81.25492054758689	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261306	ERS27229141	ERR15861313	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861313/VVX00976.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/013/ERR15861313/ERR15861313_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/013/ERR15861313/ERR15861313_2.fastq.gz
