Sample	Study	Site	Admin level 2	Admin level 1	Country	Continent	Site latitude	Site longitude	Admin level 2 latitude	Admin level 2 longitude	Admin level 1 latitude	Admin level 1 longitude	Country latitude	Country longitude	Population	Day	Month	Year	All samples same case	Curated timepoint	Source ENA accession	% callable	Sample type	Is returning traveller	Sample was in Pv4	Exclusion reason	QC pass	Exclusion reason plus time series	QC pass plus time series	MalariaGEN ENA project accession	MalariaGEN ENA experiment accession	MalariaGEN ENA sample accession	MalariaGEN ENA run accession	MalariaGEN ENA CRAM URL	MalariaGEN ENA FASTQ URL
VVX00977	1157-PV-MULTI-PRICE	Santa Cecilia	Pueblo Rico	Risaralda	Colombia	Americas	5.3	-76.2167	5.27729270355267	-76.08393766404058	5.075112205227673	-75.84146578194125	3.881809313661992	-73.00036668069919	LA	17.0	3.0	2016	VVX00977		ERR2299559	0.6642272217493721	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261271	ERS27229106	ERR15861277	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861277/VVX00977.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/077/ERR15861277/ERR15861277_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/077/ERR15861277/ERR15861277_2.fastq.gz
VVX00978	1157-PV-MULTI-PRICE	Santa Cecilia	Pueblo Rico	Risaralda	Colombia	Americas	5.3	-76.2167	5.27729270355267	-76.08393766404058	5.075112205227673	-75.84146578194125	3.881809313661992	-73.00036668069919	LA	18.0	3.0	2016	VVX00978		ERR2299560	8.965120193849819	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261267	ERS27229102	ERR15861273	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861273/VVX00978.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/073/ERR15861273/ERR15861273_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/073/ERR15861273/ERR15861273_2.fastq.gz
VVX00979	1157-PV-MULTI-PRICE	Santa Cecilia	Pueblo Rico	Risaralda	Colombia	Americas	5.3	-76.2167	5.27729270355267	-76.08393766404058	5.075112205227673	-75.84146578194125	3.881809313661992	-73.00036668069919	LA	18.0	3.0	2016	VVX00979		ERR2299561	0.0335328118977639	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261237	ERS27229072	ERR15861243	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861243/VVX00979.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/043/ERR15861243/ERR15861243_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/043/ERR15861243/ERR15861243_2.fastq.gz
VVX00980	1157-PV-MULTI-PRICE	Santa Cecilia	Pueblo Rico	Risaralda	Colombia	Americas	5.3	-76.2167	5.27729270355267	-76.08393766404058	5.075112205227673	-75.84146578194125	3.881809313661992	-73.00036668069919	LA	20.0	3.0	2016	VVX00980		ERR2299562	0.6855907014180647	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261272	ERS27229107	ERR15861278	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861278/VVX00980.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/078/ERR15861278/ERR15861278_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/078/ERR15861278/ERR15861278_2.fastq.gz
VVX00981	1157-PV-MULTI-PRICE	Santa Cecilia	Pueblo Rico	Risaralda	Colombia	Americas	5.3	-76.2167	5.27729270355267	-76.08393766404058	5.075112205227673	-75.84146578194125	3.881809313661992	-73.00036668069919	LA	20.0	3.0	2016	VVX00981		ERR2299563	6.351168980750933	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261283	ERS27229118	ERR15861290	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861290/VVX00981.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/090/ERR15861290/ERR15861290_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/090/ERR15861290/ERR15861290_2.fastq.gz
VVX00982	1157-PV-MULTI-PRICE	Santa Cecilia	Pueblo Rico	Risaralda	Colombia	Americas	5.3	-76.2167	5.27729270355267	-76.08393766404058	5.075112205227673	-75.84146578194125	3.881809313661992	-73.00036668069919	LA	20.0	3.0	2016	VVX00982		ERR2299564	0.0240562973832182	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261268	ERS27229103	ERR15861274	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861274/VVX00982.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/074/ERR15861274/ERR15861274_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/074/ERR15861274/ERR15861274_2.fastq.gz
VVX00983	1157-PV-MULTI-PRICE	Santa Cecilia	Pueblo Rico	Risaralda	Colombia	Americas	5.3	-76.2167	5.27729270355267	-76.08393766404058	5.075112205227673	-75.84146578194125	3.881809313661992	-73.00036668069919	LA	20.0	3.0	2016	VVX00983		ERR2299565	0.2493542316648986	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261274	ERS27229109	ERR15861280	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861280/VVX00983.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/080/ERR15861280/ERR15861280_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/080/ERR15861280/ERR15861280_2.fastq.gz
VVX00984	1157-PV-MULTI-PRICE	Santa Cecilia	Pueblo Rico	Risaralda	Colombia	Americas	5.3	-76.2167	5.27729270355267	-76.08393766404058	5.075112205227673	-75.84146578194125	3.881809313661992	-73.00036668069919	LA	21.0	3.0	2016	VVX00984		ERR2299581	22.73487456858529	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261291	ERS27229126	ERR15861298	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861298/VVX00984.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/098/ERR15861298/ERR15861298_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/098/ERR15861298/ERR15861298_2.fastq.gz
VVX00986	1157-PV-MULTI-PRICE	Santa Cecilia	Pueblo Rico	Risaralda	Colombia	Americas	5.3	-76.2167	5.27729270355267	-76.08393766404058	5.075112205227673	-75.84146578194125	3.881809313661992	-73.00036668069919	LA	22.0	3.0	2016	VVX00986		ERR2299582	78.40684915086538	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261341	ERS27229176	ERR15861348	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861348/VVX00986.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/048/ERR15861348/ERR15861348_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/048/ERR15861348/ERR15861348_2.fastq.gz
VVX00987	1157-PV-MULTI-PRICE	Choco		Choco	Colombia	Americas	6.3	-76.9			5.931389691810613	-76.92515238428021	3.881809313661992	-73.00036668069919	LA	16.0	5.0	2016	VVX00987		ERR2299583	1.7201423419311697	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261273	ERS27229108	ERR15861279	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861279/VVX00987.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/079/ERR15861279/ERR15861279_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/079/ERR15861279/ERR15861279_2.fastq.gz
VVX00988	1157-PV-MULTI-PRICE	Choco		Choco	Colombia	Americas	6.3	-76.9			5.931389691810613	-76.92515238428021	3.881809313661992	-73.00036668069919	LA	16.0	5.0	2016	VVX00988		ERR2299584	0.2814063381697648	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261269	ERS27229104	ERR15861275	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861275/VVX00988.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/075/ERR15861275/ERR15861275_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/075/ERR15861275/ERR15861275_2.fastq.gz
VVX00989	1157-PV-MULTI-PRICE	Choco		Choco	Colombia	Americas	6.3	-76.9			5.931389691810613	-76.92515238428021	3.881809313661992	-73.00036668069919	LA	16.0	5.0	2016	VVX00989		ERR2299585	0.8282101787614299	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261289	ERS27229124	ERR15861296	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861296/VVX00989.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/096/ERR15861296/ERR15861296_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/096/ERR15861296/ERR15861296_2.fastq.gz
VVX00990	1157-PV-MULTI-PRICE	Choco		Choco	Colombia	Americas	6.3	-76.9			5.931389691810613	-76.92515238428021	3.881809313661992	-73.00036668069919	LA	16.0	5.0	2016	VVX00990		ERR2299586	55.67597593034184	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261303	ERS27229138	ERR15861310	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861310/VVX00990.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/010/ERR15861310/ERR15861310_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/010/ERR15861310/ERR15861310_2.fastq.gz
VVX00991	1157-PV-MULTI-PRICE	Choco		Choco	Colombia	Americas	6.3	-76.9			5.931389691810613	-76.92515238428021	3.881809313661992	-73.00036668069919	LA	17.0	5.0	2016	VVX00991		ERR2299587	42.4997915821072	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261313	ERS27229148	ERR15861320	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861320/VVX00991.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/020/ERR15861320/ERR15861320_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/020/ERR15861320/ERR15861320_2.fastq.gz
VVX00992	1157-PV-MULTI-PRICE	Choco		Choco	Colombia	Americas	6.3	-76.9			5.931389691810613	-76.92515238428021	3.881809313661992	-73.00036668069919	LA	17.0	5.0	2016	VVX00992		ERR2299588	1.2058658109704636	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261287	ERS27229122	ERR15861294	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861294/VVX00992.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/094/ERR15861294/ERR15861294_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/094/ERR15861294/ERR15861294_2.fastq.gz
VVX00993	1157-PV-MULTI-PRICE	Choco		Choco	Colombia	Americas	6.3	-76.9			5.931389691810613	-76.92515238428021	3.881809313661992	-73.00036668069919	LA	17.0	5.0	2016	VVX00993		ERR2299589	0.4246387586757714	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261286	ERS27229121	ERR15861293	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861293/VVX00993.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/093/ERR15861293/ERR15861293_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/093/ERR15861293/ERR15861293_2.fastq.gz
VVX00994	1157-PV-MULTI-PRICE	Choco		Choco	Colombia	Americas	6.3	-76.9			5.931389691810613	-76.92515238428021	3.881809313661992	-73.00036668069919	LA	17.0	5.0	2016	VVX00994		ERR2299590	33.07270507967693	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261337	ERS27229172	ERR15861344	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861344/VVX00994.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/044/ERR15861344/ERR15861344_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/044/ERR15861344/ERR15861344_2.fastq.gz
VVX00995	1157-PV-MULTI-PRICE	Choco		Choco	Colombia	Americas	6.3	-76.9			5.931389691810613	-76.92515238428021	3.881809313661992	-73.00036668069919	LA	18.0	5.0	2016	VVX00995		ERR2299591	0.3859475824092612	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261288	ERS27229123	ERR15861295	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861295/VVX00995.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/095/ERR15861295/ERR15861295_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/095/ERR15861295/ERR15861295_2.fastq.gz
VVX00996	1157-PV-MULTI-PRICE	Choco		Choco	Colombia	Americas	6.3	-76.9			5.931389691810613	-76.92515238428021	3.881809313661992	-73.00036668069919	LA	18.0	5.0	2016	VVX00996		ERR2299592	19.034609009238327	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261304	ERS27229139	ERR15861311	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861311/VVX00996.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/011/ERR15861311/ERR15861311_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/011/ERR15861311/ERR15861311_2.fastq.gz
VVX00997	1157-PV-MULTI-PRICE	Choco		Choco	Colombia	Americas	6.3	-76.9			5.931389691810613	-76.92515238428021	3.881809313661992	-73.00036668069919	LA	18.0	5.0	2016	VVX00997		ERR2299593	21.068805521502203	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261329	ERS27229164	ERR15861336	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861336/VVX00997.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/036/ERR15861336/ERR15861336_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/036/ERR15861336/ERR15861336_2.fastq.gz
VVX00998	1157-PV-MULTI-PRICE	Choco		Choco	Colombia	Americas	6.3	-76.9			5.931389691810613	-76.92515238428021	3.881809313661992	-73.00036668069919	LA	19.0	5.0	2016	VVX00998		ERR2299594	6.491526077993987	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261295	ERS27229130	ERR15861302	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861302/VVX00998.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/002/ERR15861302/ERR15861302_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/002/ERR15861302/ERR15861302_2.fastq.gz
VVX00999	1157-PV-MULTI-PRICE	Choco		Choco	Colombia	Americas	6.3	-76.9			5.931389691810613	-76.92515238428021	3.881809313661992	-73.00036668069919	LA	19.0	5.0	2016	VVX00999		ERR2299595	2.2114782698047017	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261294	ERS27229129	ERR15861301	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861301/VVX00999.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR15861301/ERR15861301_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR15861301/ERR15861301_2.fastq.gz
VVX01000	1157-PV-MULTI-PRICE	Choco		Choco	Colombia	Americas	6.3	-76.9			5.931389691810613	-76.92515238428021	3.881809313661992	-73.00036668069919	LA	20.0	5.0	2016	VVX01000		ERR2299596	81.26143565131564	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261349	ERS27229184	ERR15861356	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861356/VVX01000.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/056/ERR15861356/ERR15861356_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/056/ERR15861356/ERR15861356_2.fastq.gz
VVX01001	1157-PV-MULTI-PRICE	Choco		Choco	Colombia	Americas	6.3	-76.9			5.931389691810613	-76.92515238428021	3.881809313661992	-73.00036668069919	LA	20.0	5.0	2016	VVX01001		ERR2299597	10.652938392703938	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261301	ERS27229136	ERR15861308	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861308/VVX01001.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/008/ERR15861308/ERR15861308_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/008/ERR15861308/ERR15861308_2.fastq.gz
VVX01002	1157-PV-MULTI-PRICE	Pichima	El Litoral del San Juan	Choco	Colombia	Americas	4.416	-77.35	4.263901	-76.968519	5.931389692	-76.92515238	3.881809314	-73.00036668	LA	16.0	1.0	2016	VVX01002		ERR2299598	0.2623121256032109	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261305	ERS27229140	ERR15861312	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861312/VVX01002.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/012/ERR15861312/ERR15861312_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/012/ERR15861312/ERR15861312_2.fastq.gz
VVX01008	1157-PV-MULTI-PRICE	Krong Pa	Krong Pa	Gia Lai	Vietnam	Asia	13.221819	108.682475	13.23316540751467	108.65626436090602	13.796998980656811	108.2397161214806	16.51462295150322	106.1162528941156	AS-SE-E	13.0	7.0	2015	VVX01008		ERR2299599	89.2717522423131	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261470	ERS27229305	ERR15861477	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861477/VVX01008.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/077/ERR15861477/ERR15861477_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/077/ERR15861477/ERR15861477_2.fastq.gz
VVX01012	1157-PV-MULTI-PRICE	Krong Pa	Krong Pa	Gia Lai	Vietnam	Asia	13.221819	108.682475	13.23316540751467	108.65626436090602	13.796998980656811	108.2397161214806	16.51462295150322	106.1162528941156	AS-SE-E	23.0	7.0	2015	VVX01012		ERR2299600	89.89240884700122	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261465	ERS27229300	ERR15861472	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861472/VVX01012.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/072/ERR15861472/ERR15861472_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/072/ERR15861472/ERR15861472_2.fastq.gz
VVX01019	1157-PV-MULTI-PRICE	Krong Pa	Krong Pa	Gia Lai	Vietnam	Asia	13.221819	108.682475	13.23316540751467	108.65626436090602	13.796998980656811	108.2397161214806	16.51462295150322	106.1162528941156	AS-SE-E	14.0	8.0	2015	VVX01019		ERR2299601	91.800697191856	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261428	ERS27229263	ERR15861435	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861435/VVX01019.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/035/ERR15861435/ERR15861435_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/035/ERR15861435/ERR15861435_2.fastq.gz
VVX01021	1157-PV-MULTI-PRICE	Krong Pa	Krong Pa	Gia Lai	Vietnam	Asia	13.221819	108.682475	13.23316540751467	108.65626436090602	13.796998980656811	108.2397161214806	16.51462295150322	106.1162528941156	AS-SE-E	26.0	8.0	2015	VVX01021		ERR2299602	88.69108501373594	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261421	ERS27229256	ERR15861428	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861428/VVX01021.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/028/ERR15861428/ERR15861428_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/028/ERR15861428/ERR15861428_2.fastq.gz
VVX01023	1157-PV-MULTI-PRICE	Krong Pa	Krong Pa	Gia Lai	Vietnam	Asia	13.221819	108.682475	13.23316540751467	108.65626436090602	13.796998980656811	108.2397161214806	16.51462295150322	106.1162528941156	AS-SE-E	28.0	8.0	2015	VVX01023		ERR2299603	88.59320350026358	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261379	ERS27229214	ERR15861386	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861386/VVX01023.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/086/ERR15861386/ERR15861386_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/086/ERR15861386/ERR15861386_2.fastq.gz
VVX01024	1157-PV-MULTI-PRICE	Krong Pa	Krong Pa	Gia Lai	Vietnam	Asia	13.221819	108.682475	13.23316540751467	108.65626436090602	13.796998980656811	108.2397161214806	16.51462295150322	106.1162528941156	AS-SE-E	3.0	9.0	2015	VVX01024		ERR2299604	6.272471210868874	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261338	ERS27229173	ERR15861345	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861345/VVX01024.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/045/ERR15861345/ERR15861345_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/045/ERR15861345/ERR15861345_2.fastq.gz
VVX01026	1157-PV-MULTI-PRICE	Krong Pa	Krong Pa	Gia Lai	Vietnam	Asia	13.221819	108.682475	13.23316540751467	108.65626436090602	13.796998980656811	108.2397161214806	16.51462295150322	106.1162528941156	AS-SE-E	17.0	9.0	2015	VVX01026,VVX12145	D00H00	ERR2299605	89.28171429045648	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261446	ERS27229281	ERR15861453	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861453/VVX01026.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/053/ERR15861453/ERR15861453_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/053/ERR15861453/ERR15861453_2.fastq.gz
VVX01027	1157-PV-MULTI-PRICE	Krong Pa	Krong Pa	Gia Lai	Vietnam	Asia	13.221819	108.682475	13.23316540751467	108.65626436090602	13.796998980656811	108.2397161214806	16.51462295150322	106.1162528941156	AS-SE-E	5.0	10.0	2015	VVX01027		ERR2299606	0.3071155159915666	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261335	ERS27229170	ERR15861342	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861342/VVX01027.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/042/ERR15861342/ERR15861342_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/042/ERR15861342/ERR15861342_2.fastq.gz
VVX01028	1157-PV-MULTI-PRICE	Krong Pa	Krong Pa	Gia Lai	Vietnam	Asia	13.221819	108.682475	13.23316540751467	108.65626436090602	13.796998980656811	108.2397161214806	16.51462295150322	106.1162528941156	AS-SE-E	9.0	10.0	2015	VVX01028		ERR2299607	0.4266256587029854	gDNA	False	True	Less_than_50pc_callable	False	Less_than_50pc_callable	False	PRJEB102781	ERX15261340	ERS27229175	ERR15861347	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861347/VVX01028.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/047/ERR15861347/ERR15861347_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/047/ERR15861347/ERR15861347_2.fastq.gz
VVX01030	1157-PV-MULTI-PRICE	Krong Pa	Krong Pa	Gia Lai	Vietnam	Asia	13.221819	108.682475	13.23316540751467	108.65626436090602	13.796998980656811	108.2397161214806	16.51462295150322	106.1162528941156	AS-SE-E	18.0	8.0	2015	VVX01030		ERR2299608	90.61210398146872	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261420	ERS27229255	ERR15861427	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861427/VVX01030.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/027/ERR15861427/ERR15861427_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/027/ERR15861427/ERR15861427_2.fastq.gz
VVX01032	1157-PV-MULTI-PRICE	Dak O	Bu Gia Map	Binh Phuoc	Vietnam	Asia	12.047594	107.093178	12.024165720396825	107.0468334481325	11.755130512929602	106.9078276176878	16.51462295150322	106.1162528941156	AS-SE-E	27.0	10.0	2014	VVX01032		ERR2299609	88.77281306442208	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261455	ERS27229290	ERR15861462	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861462/VVX01032.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/062/ERR15861462/ERR15861462_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/062/ERR15861462/ERR15861462_2.fastq.gz
VVX01035	1157-PV-MULTI-PRICE	Dak O	Bu Gia Map	Binh Phuoc	Vietnam	Asia	12.047594	107.093178	12.024165720396825	107.0468334481325	11.755130512929602	106.9078276176878	16.51462295150322	106.1162528941156	AS-SE-E	13.0	11.0	2014	VVX01035		ERR2299610	88.32706220164432	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261483	ERS27229318	ERR15861490	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861490/VVX01035.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/090/ERR15861490/ERR15861490_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/090/ERR15861490/ERR15861490_2.fastq.gz
VVX01038	1157-PV-MULTI-PRICE	Dak O	Bu Gia Map	Binh Phuoc	Vietnam	Asia	12.047594	107.093178	12.024165720396825	107.0468334481325	11.755130512929602	106.9078276176878	16.51462295150322	106.1162528941156	AS-SE-E	21.0	11.0	2014	VVX01038		ERR2299611	93.64989850453232	gDNA	False	True	Analysis_set	True	Analysis_set	True	PRJEB102781	ERX15261476	ERS27229311	ERR15861483	http://ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15861483/VVX01038.cram	http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/083/ERR15861483/ERR15861483_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/083/ERR15861483/ERR15861483_2.fastq.gz
